title,city,added,offer_id,working_hours,type_of_contract,salary,number_of_views
Administrator ds. Księgowości z j. niemieckim - zmiana popołudniowa,Wrocław,9 lutego 2018,408248207,Pełny etat,Umowa o pracę,  ,181
Specjalista ds. kredytów - Nest Bank Stargard,Stargard,9 lutego 2018,397443269,Pełny etat,Umowa o pracę,  ,1885
Pracownik działu księgowości,Kozłowo,9 lutego 2018,413439667,Pełny etat,Umowa o pracę,  ,275
Asystent brokera ubezpieczeniowego,Kraków,9 lutego 2018,396053117,Pełny etat,Umowa o pracę,  ,553
Praktykant/-ka w Obszarze Zarządzania Ryzykiem,Wrocław,9 lutego 2018,413448295,Praktyka / staż,Inny,  ,322
Opiekun Finansowy Dębica,Dębica,9 lutego 2018,408194283,Pełny etat,Umowa o pracę,  ,617
Opiekun Finansowy Busko-Zdrój,Busko-Zdrój,9 lutego 2018,407643211,Pełny etat,Umowa o pracę,  ,568
"Młodsza Księgowa, Ursynów",Warszawa,9 lutego 2018,407644181,Pełny etat,Umowa o pracę,  ,572
Opiekun Finansowy Jaworzno,Jaworzno,9 lutego 2018,390425885,Pełny etat,Umowa o pracę,  ,1210
Specjalista ds. ekonomicznych,Wrocław,9 lutego 2018,413454271,Pełny etat,Umowa o pracę,  ,167
Specjalista ds. ekonomicznych,Poznań,9 lutego 2018,413454289,Pełny etat,Umowa o pracę,  ,104
Doradca Finansowy,Chorzów,9 lutego 2018,413460445,Pełny etat,Umowa zlecenie,  ,140
Księgowa,Słupsk,9 lutego 2018,403555055,Pełny etat,Umowa o pracę,  ,1505
Praca w Departamencie Skarbu,Warszawa,9 lutego 2018,406853175,Niepełny etat,Umowa zlecenie,  ,2170
Specjalista ds. kredytów hipotecznych,Warszawa,9 lutego 2018,380788383,Pełny etat,Umowa o pracę,  ,86
Doradca ds. Produktów Kredytowych (Rzeszów),Rzeszów,9 lutego 2018,413415203,Pełny etat,Umowa o pracę,3 500  -  5 000 zł/mies.,165
Opiekun Finansowy,Chodzież,9 lutego 2018,413472845,Pełny etat,Umowa o pracę,2 000  -  4 000 zł/mies.,333
"Opiekun Finansowy, Miejsce pracy: Żary",Żary,9 lutego 2018,413473515,Pełny etat,Umowa o pracę,  ,276
Samodzielny/a Księgowy/a,Warszawa,9 lutego 2018,410953613,Pełny etat,Umowa o pracę,  ,163
Księgowa/y,Warszawa,9 lutego 2018,410937615,Pełny etat,Umowa o pracę,  ,195
Gl Accountant with English,Warszawa,9 lutego 2018,413365561,Pełny etat,Umowa o pracę,  ,42
Księgowy ds. zobowiązań (AP Accountant) z j. rumuńskim,Warszawa,9 lutego 2018,413365507,Pełny etat,Umowa o pracę,  ,28
Zatrudnię samodzielną księgową,Warszawa,9 lutego 2018,413363151,Pełny etat,Umowa o pracę,  ,178
Księgowy ds. zobowiązań (AP Accountant) z j. włoskim,Warszawa,9 lutego 2018,413383255,Pełny etat,Umowa o pracę,  ,39
Praca Dla Studenta Przedstawiciel Finansowy,Gdańsk,9 lutego 2018,413376125,Pełny etat,Umowa zlecenie,  ,153
Księgowy ds. zobowiązań (AP Accountant) z j. angielskim,Warszawa,9 lutego 2018,413383271,Pełny etat,Umowa o pracę,  ,35
Praca Dla Młodej Mamy,Gdańsk,9 lutego 2018,413378453,Dodatkowa / sezonowa,Umowa o pracę,  ,499
Doradca Klienta,Gdańsk,9 lutego 2018,413379437,Pełny etat,Inny,  ,173
Księgowa,Warszawa,9 lutego 2018,413372183,Pełny etat,Umowa o pracę,  ,185
Młodsza Księgowa KH/ Młodszy Księgowy KH - biuro Katowice,Katowice,9 lutego 2018,413373467,Pełny etat,Umowa o pracę,  ,284
Księgowy ds. zobowiązań (AP Accountant) z j. niderlandzkim,Warszawa,9 lutego 2018,413383235,Pełny etat,Umowa o pracę,  ,24
Praktyki w Dziale Finansowym [SKY TOWER],Wrocław,9 lutego 2018,413389849,Praktyka / staż,Inny,  ,455
Praca dla Ciebie,Działdowo,9 lutego 2018,413392535,Pełny etat,Umowa zlecenie,1 460  -  10 000 zł/mies.,716
Praca dla Ciebie,Żuromin,9 lutego 2018,413394461,Pełny etat,Umowa zlecenie,1 460  -  10 000 zł/mies.,570
Master Data Specialist ze znajomością ANG,Warszawa,9 lutego 2018,402204869,Pełny etat,Umowa o pracę,  ,222
Asystent działu księgowości,Warszawa,9 lutego 2018,413383169,Pełny etat,Umowa zlecenie,  ,223
Księgowy ds. zobowiązań (AP Accountant) z j. niemieckim,Warszawa,9 lutego 2018,413383215,Pełny etat,Umowa o pracę,  ,40
Doradca Kredytowy MŚP,Wrocław,9 lutego 2018,344305236,Pełny etat,Inny,1 000  -  9 000 zł/mies.,1189
Księgowa ksiąg rachunkowych,Bolesławiec,9 lutego 2018,413388069,Pełny etat,Umowa o pracę,  ,142
Liczarz- Centrum Obsługi Gotówki,Gdańsk,9 lutego 2018,408199645,Pełny etat,Umowa zlecenie,  ,501
Główny/a Księgowy/a,Strykowo,9 lutego 2018,413393769,Pełny etat,Umowa o pracę,  ,149
Doradca Klienta CitiPhone,Warszawa,9 lutego 2018,413395069,Pełny etat,Umowa o pracę,  ,107
Praca tylko dla Ciebie,Ostrołęka,9 lutego 2018,413395481,Pełny etat,Umowa zlecenie,1 460  -  10 000 zł/mies.,402
Praca dla Ciebie,Myszyniec,9 lutego 2018,413396871,Pełny etat,Umowa zlecenie,1 460  -  10 000 zł/mies.,296
Księgowa / Księgowy - Biuro rachunkowe Warszawa,Warszawa,9 lutego 2018,413401427,Pełny etat,Umowa o pracę,  ,191
Zatrudnię samodzielną księgową,Maków Mazowiecki,9 lutego 2018,413092677,Pełny etat,Umowa o pracę,  ,182
KSIĘGOWA okolice Biłgoraju i Janowa Lubelskiego,Biłgoraj,9 lutego 2018,408335707,Pełny etat,Umowa o pracę,  ,1114
Księgowa/Księgowy,Gdańsk,9 lutego 2018,413317179,Pełny etat,Umowa o pracę,  ,120
Młodszy Specjalista ds. ekonomicznych,Garwolin,9 lutego 2018,410810473,Pełny etat,Umowa o pracę,  ,506
Specjalista ds.ekonomicznych,Gdańsk,9 lutego 2018,410788827,Pełny etat,Umowa o pracę,  ,164
Specjalista ds.ekonomicznych,Koszalin,9 lutego 2018,410788801,Pełny etat,Umowa o pracę,  ,384
Młodszy Specjalista ds. ekonomicznych,Koszalin,9 lutego 2018,410810457,Pełny etat,Umowa o pracę,  ,520
Młodszy Specjalista ds. ekonomicznych,Gdańsk,9 lutego 2018,410810497,Pełny etat,Umowa o pracę,  ,249
Młodszy Specjalista ds. ekonomicznych,Bydgoszcz,9 lutego 2018,410810517,Pełny etat,Umowa o pracę,  ,436
Specjalista ds.ekonomicznych,Olsztyn,9 lutego 2018,410788839,Pełny etat,Umowa o pracę,  ,521
Specjalista ds.ekonomicznych,Warszawa,9 lutego 2018,410788855,Pełny etat,Umowa o pracę,  ,162
Specjalista ds.ekonomicznych,Rzeszów,9 lutego 2018,410788891,Pełny etat,Umowa o pracę,  ,520
Specjalista ds.ekonomicznych,Bydgoszcz,9 lutego 2018,410788871,Pełny etat,Umowa o pracę,  ,276
Specjalista ds. ekonomicznych,Ustka,9 lutego 2018,410794301,Pełny etat,Umowa o pracę,  ,292
Specjalista ds. ekonomicznych,Pruszków,9 lutego 2018,410794291,Pełny etat,Umowa o pracę,  ,315
Specjalista ds. ekonomicznych,Tarnowska Wola,9 lutego 2018,410794317,Pełny etat,Umowa o pracę,  ,284
Asystent Finansowy - Kancelaria Prawna,Wrocław,9 lutego 2018,413322601,Pełny etat,Umowa o pracę,2 100  -  10 000 zł/mies.,278
Księgowa ze znajomością kadr,Jarosław,9 lutego 2018,413322209,Pełny etat,Umowa o pracę,  ,353
Sprzedawca Usług Finansowych- Suchy Las,Suchy Las,9 lutego 2018,366571892,Pełny etat,Umowa o pracę,  ,936
Księgowa/y (pomoc w księgowości),Tychy,9 lutego 2018,413327807,Pełny etat,Umowa o pracę,  ,538
Windykator,Łódź,9 lutego 2018,413328961,Pełny etat,Umowa o pracę,  ,282
Sprzedawca Usług Finansowych- Poznań,Poznań,9 lutego 2018,413329041,Pełny etat,Umowa o pracę,  ,90
Oferta Dla Pośredników Finansowych Wałbrzych,Wałbrzych,9 lutego 2018,413323469,Pełny etat,Inny,  ,107
Księgowy ds. zobowiązań i należności,Warszawa,9 lutego 2018,411967995,Pełny etat,Umowa o pracę,  ,172
Junior accountant / młodsza księgowa,Warszawa,9 lutego 2018,413331713,Pełny etat,Umowa o pracę,  ,106
Biuro Rachunkowe zatrudni księgową/księgowego do prowadzenia KPiR,Warszawa,9 lutego 2018,413331953,Pełny etat,Umowa o pracę,3 500  -  4 200 zł/mies.,233
Młodszy Księgowy Funduszy,Warszawa,8 lutego 2018,413153391,Pełny etat,Umowa o pracę,  ,116
Kadry i płace,Suwałki,8 lutego 2018,348347840,Pełny etat,Umowa o pracę,3 000  -  3 500 zł/mies.,716
Mł. Analityk ds. Rozliczeń,Warszawa,8 lutego 2018,413155259,Pełny etat,Umowa o pracę,  ,198
Biuro Rachunkowe - Księgowa,Bielsko-Biała,8 lutego 2018,413156827,Pełny etat,Inny,2 000  -  8 000 zł/mies.,483
Ekspert ds. Ubezpieczeń,Zielona Góra,8 lutego 2018,413147827,Pełny etat,Umowa o pracę,  ,160
Specjalista ds. Kadr/Płac i Księgowości,Katowice,8 lutego 2018,397741137,Pełny etat,Umowa o pracę,  ,1776
Doradca / Specjalista ds. Sprzedaży Ubezpieczeń,Warszawa,8 lutego 2018,413152739,Pełny etat,Umowa o pracę,  ,153
Praca w biurze rachunkowym Bydgoszcz,Bydgoszcz,8 lutego 2018,413165759,Pełny etat,Umowa o pracę,  ,787
Młodsza księgowa,Warszawa,8 lutego 2018,405120545,Pełny etat,Umowa o pracę,  ,835
Doradca klienta w Oddziale Iława,Iława,8 lutego 2018,413171957,Pełny etat,Umowa o pracę,  ,301
Doradca Finansowy (podstawa+prowizje),Kraków,8 lutego 2018,364832564,Dodatkowa / sezonowa,Umowa zlecenie,  ,1083
Księgowa do biura rachunkowego,Tuszyn,8 lutego 2018,282584751,Pełny etat,Umowa o pracę,2 500  -  3 500 zł/mies.,340
Pracownik ds. rozrachunków i windykacji,Wołomin,8 lutego 2018,407861797,Pełny etat,Umowa o pracę,  ,1097
Pracownik księgowości/księgowa,Miastko,8 lutego 2018,413178645,Pełny etat,Umowa o pracę,  ,374
Zatrudnię księgową w biurze rachunkowym biegłego rewidenta,Warszawa,8 lutego 2018,407909583,Niepełny etat,Samozatrudnienie,  ,804
Praca dla doradcy,Katowice,8 lutego 2018,413235385,Pełny etat,Inny,  ,199
Nest Bank - Kierownik Placówki - Oleśnica,Oleśnica,8 lutego 2018,397306041,Pełny etat,Umowa o pracę,2 000  -  8 000 zł/mies.,1098
Biuro Rachunkowe szuka księgowej,Legnica,8 lutego 2018,413183877,Niepełny etat,Umowa zlecenie,800  -  1 000 zł/mies.,432
Praca biurowo-księgowa,Radom,8 lutego 2018,413190863,Niepełny etat,Umowa zlecenie,14  -  15 zł/godz.,1570
Sprzedaż Pożyczek Nielimitowane Godziny Prowizja,Chrzanów,8 lutego 2018,413204753,Pełny etat,Umowa zlecenie,  ,267
Agent Ubezpieczeniowy - Multiagencja - Gorzów Wielkopolski,Gorzów Wielkopolski,8 lutego 2018,413283213,Pełny etat,Umowa o pracę,2 200  -  2 600 zł/mies.,371
Zatrudnię księgową,Sławno,8 lutego 2018,413205535,Niepełny etat,Umowa o pracę,700  -  800 zł/mies.,292
Poszukujemy Pracownika-Praca od zaraz w dziale księgowości,Bytom,8 lutego 2018,410834993,Pełny etat,Umowa o pracę,  ,3327
Młodsza Księgowa/Młodszy Księgowy,Warszawa,8 lutego 2018,322998444,Pełny etat,Umowa o pracę,  ,3473
Asystent księgowego w salonie łazienkowym,Łódź,8 lutego 2018,413083951,Pełny etat,Umowa zlecenie,  ,684
Stażysta ds. Wsparcia Operacyjnego w Pionie Planowania Strategicznego,Warszawa,8 lutego 2018,407983125,Pełny etat,Umowa o pracę,  ,188
Samodzielny Księgowy/Samodzielna Księgowa POSZUKUJEMY,Mikołów,8 lutego 2018,410840883,Pełny etat,Umowa o pracę,  ,441
Analityk ds. Windykacji,Rudniki,8 lutego 2018,413065543,Pełny etat,Umowa o pracę,  ,162
Specjalista ds kadr i płac,Warszawa,8 lutego 2018,413072469,Pełny etat,Umowa o pracę,  ,356
Doradca Klienta/ Kasjer,Bielsko-Biała,8 lutego 2018,413081589,Pełny etat,Umowa o pracę,  ,243
Biuro Rachunkowe zatrudni Główną Księgową,Warszawa,8 lutego 2018,413081367,Pełny etat,Umowa o pracę,  ,101
Kierownik Placówki Partnerskiej Banku,Bielsko-Biała,8 lutego 2018,413086071,Pełny etat,Umowa o pracę,  ,175
Pomoc w Biurze Rachunkowym,Łódź,8 lutego 2018,397912567,Dodatkowa / sezonowa,Umowa zlecenie,  ,5075
Księgowa-praca zdalna,Łódź,8 lutego 2018,395491475,Dodatkowa / sezonowa,Inny,  ,667
Doradca ds. kredytów Carrefour Wrocław Borek,Wrocław,8 lutego 2018,395644687,Pełny etat,Umowa o pracę,  ,624
Księgowa,Warszawa,8 lutego 2018,236912937,Pełny etat,Umowa o pracę,  ,143
Księgowa/y,Łódź,8 lutego 2018,413104155,Pełny etat,Umowa o pracę,  ,332
Staż w biurze -płatny,Pszczyna,8 lutego 2018,413093917,Pełny etat,Umowa o pracę,  ,416
Młodszy Księgowy,Warszawa,8 lutego 2018,413088591,Pełny etat,Umowa o pracę,  ,209
Księgowa,Pruszcz Gdański,8 lutego 2018,389313469,Pełny etat,Umowa o pracę,  ,2282
Doradca Klienta - Centrum Kredytowo - Oddłużeniowe,Tarnowskie Góry,8 lutego 2018,342361758,Pełny etat,Umowa o pracę,2 600  -  4 000 zł/mies.,1505
Doradca Klienta - Placówka Partnerska Alior Banku w Łomży,Łomża,8 lutego 2018,398929343,Pełny etat,Umowa o pracę,  ,167
Ekspert Finansowy w Placówce Nest Banku - Kalisz,Kalisz,8 lutego 2018,352463352,Pełny etat,Umowa o pracę,2 500  -  10 000 zł/mies.,1174
Pracownik działu księgowości,Drzewica,8 lutego 2018,395993457,Pełny etat,Umowa o pracę,  ,2054
Uczelnia niepubliczna zatrudni osobę na stanowisku: pomoc księgowa,Wrocław,8 lutego 2018,412989277,Pełny etat,Umowa o pracę,  ,632
Zatrudnię osobę do prowadzenia biura firmy transportowo spedycyjnej,Warszawa,8 lutego 2018,397570833,Pełny etat,Umowa o pracę,1 900  -  3 000 zł/mies.,243
Samodzielna księgowa,Dzierżoniów,8 lutego 2018,412977619,Pełny etat,Umowa o pracę,  ,291
Specjalista ds. finansowo-ekonomicznych,Łódź,8 lutego 2018,410865509,Pełny etat,Umowa o pracę,  ,293
Regionalny Kierownik Sprzedaży,Toruń,8 lutego 2018,410848169,Pełny etat,Inny,3 500  -  12 000 zł/mies.,1467
Praca punkt opłat Raciborzu,Racibórz,8 lutego 2018,412994629,Pełny etat,Umowa o pracę,1 500  -  2 100 zł/mies.,490
Młodszy Specjalista ds. ekonomicznych,Racibórz,8 lutego 2018,410865537,Pełny etat,Umowa o pracę,  ,567
"Asystent/ka działu KSIĘGOWOŚCI, Toys""R""Us,",Warszawa,8 lutego 2018,408006963,Pełny etat,Umowa zlecenie,  ,1808
Doradca Klienta - Getin Noble Bank,Szczecin,8 lutego 2018,353645594,Pełny etat,Umowa o pracę,3 000  -  10 000 zł/mies.,450
Specjalista do spraw Kadr i Płac,Warszawa,8 lutego 2018,407612729,Pełny etat,Umowa o pracę,  ,325
Specjalista ds. rozwoju biznesu,Warszawa,8 lutego 2018,413093259,Pełny etat,Umowa o pracę,  ,76
Ksiegowośc,Sianów,8 lutego 2018,412994323,Pełny etat,Umowa o pracę,  ,172
Młodszy księgowy/a do biura rachunkowego,Warszawa,8 lutego 2018,407614313,Pełny etat,Umowa o pracę,  ,698
Pomoc księgowa,Ostrów Wielkopolski,8 lutego 2018,362394424,Pełny etat,Umowa zlecenie,  ,3161
Staż w obszarze Ryzyka - z angielskim,Wrocław,7 lutego 2018,412793463,Praktyka / staż,Umowa o pracę,  ,325
Studenci/Absolwenci kierunków finansowych z językiem niderlandzkim,Łódź,7 lutego 2018,412794417,Pełny etat,Umowa o pracę,  ,79
Studenci/Absolwenci kierunków finansowych z językiem czeskim,Łódź,7 lutego 2018,412795343,Pełny etat,Umowa o pracę,  ,120
"KSIĘGOWI - praca, pełna księgowość - SP. Z O.O.",Kraków,7 lutego 2018,412793751,Pełny etat,Inny,  ,363
Księgowy z językiem francuskim,Gdynia,7 lutego 2018,412796625,Pełny etat,Umowa o pracę,  ,59
Księgowa / Księgowy,Warszawa,8 lutego 2018,413089157,Pełny etat,Umowa o pracę,6 000  -  8 000 zł/mies.,260
Młodszy specjalista / Specjalistka ds. ewidencji przychodów i faktur,Opole,7 lutego 2018,366600422,Pełny etat,Inny,  ,1775
Stażysta w Dziale Podatkowym,Warszawa,7 lutego 2018,412802057,Praktyka / staż,Umowa o pracę,  ,241
Kierownik Sekcji Krotoszyn,Krotoszyn,7 lutego 2018,407663389,Pełny etat,Samozatrudnienie,  ,1057
Praca w Biurze Rachunkowym,Okoninek,7 lutego 2018,407563425,Pełny etat,Umowa o pracę,  ,604
Doradca Klienta (P.Etat podst. 2500 ) praca stacjonarna w placówce TR,Toruń,7 lutego 2018,400167281,Pełny etat,Umowa o pracę,  ,4828
Katowice- Lider Zespołu Sprzedaży,Katowice,7 lutego 2018,403153959,Pełny etat,Umowa o pracę,  ,315
Słupsk- Specjalista ds. Sprzedaży Produktów Bankowych,Słupsk,7 lutego 2018,403152593,Pełny etat,Umowa o pracę,  ,963
Staż w biurze rachunkowym,Dąbrowa Górnicza,7 lutego 2018,412815941,Praktyka / staż,Inny,  ,448
Katowice- Specjalista ds. Sprzedaży Produktów Bankowych,Katowice,7 lutego 2018,402954839,Pełny etat,Umowa o pracę,  ,467
Gorzów Wlk.- Lider Zespołu Sprzedaży,Gorzów Wielkopolski,7 lutego 2018,403154417,Pełny etat,Umowa o pracę,  ,676
Praca w Księgowść oraz Kadrach Bricomarche Wrocław,Wrocław,7 lutego 2018,412821575,Pełny etat,Umowa o pracę,  ,568
Asystent/tka ds. administracyjno - księgowych,Poznań,7 lutego 2018,412624083,Pełny etat,Umowa o pracę,  ,444
Zatrudnię kadrową z doświadczeniem,Częstochowa,7 lutego 2018,412613369,Niepełny etat,Umowa o pracę,  ,322
Pracownik działu księgowości,Sopot,7 lutego 2018,412747517,Pełny etat,Umowa o pracę,  ,205
Szczecin Praca w punkcie finansowym !,Szczecin,7 lutego 2018,347894830,Pełny etat,Umowa o pracę,  ,419
Zatrudnię spedytora w ruchu krajowym.,Tarnobrzeg,7 lutego 2018,412825415,Pełny etat,Umowa o pracę,  ,546
Praca na stanowisku Doradca Klienta w Placówce Bankowej w Gorlicach,Gorlice,7 lutego 2018,412823285,Pełny etat,Umowa o pracę,  ,1091
Specjalista ds. Projektów Unijnych,Lublin,7 lutego 2018,412723475,Pełny etat,Umowa o pracę,  ,424
Młodszy Specjalista ds. sprzedaży KOSTRZYN nad Odrą,Kostrzyn nad Odrą,7 lutego 2018,412291811,Pełny etat,Umowa o pracę,2 500  -  2 550 zł/mies.,573
Junior Anti-Money Laundering Analyst - Citi Service Center,Warszawa,7 lutego 2018,412720647,Pełny etat,Umowa o pracę,  ,98
Pracownik Działu Księgowości,Śrem,7 lutego 2018,412243521,Pełny etat,Umowa o pracę,2 400  -  2 700 zł/mies.,679
Zatrudnimy studenta/studentkę do biura księgowego,Bielsko-Biała,7 lutego 2018,412632389,Niepełny etat,Umowa zlecenie,  ,473
Księgowa/y do obsługi wspólnot mieszkaniowych,Katowice,7 lutego 2018,412730157,Pełny etat,Umowa o pracę,  ,343
Praktyka w biurze rachunkowym,Rybnik,7 lutego 2018,405850235,Praktyka / staż,Inny,  ,1338
Specjalista mBank mKiosk Gdańsk,Gdańsk,7 lutego 2018,351878300,Pełny etat,Umowa o pracę,  ,1580
Praca Samodzielna księgowa/księgowy,Katowice,7 lutego 2018,412736705,Pełny etat,Umowa o pracę,3 000  -  3 500 zł/mies.,273
Samodzielna Księgowa/Księgowy,Żywiec,7 lutego 2018,401896387,Pełny etat,Umowa o pracę,  ,951
Manager zespołu sprzedażowego,Warszawa,7 lutego 2018,412738077,Pełny etat,Umowa o pracę,  ,216
Pracuj z PZU,Głogów,7 lutego 2018,386406965,Pełny etat,Samozatrudnienie,  ,1733
Pomoc działu księgowości - STAŻ!,Będzin,7 lutego 2018,396322901,Praktyka / staż,Inny,1 300  -  1 700 zł/mies.,1241
Młodszy księgowy z językiem hiszpańskim,Warszawa,7 lutego 2018,412752747,Pełny etat,Umowa o pracę,  ,82
"Opiekun Finansowy, Miejsce pracy: Gostyń",Gostyń,7 lutego 2018,412743277,Pełny etat,Umowa o pracę,  ,256
Praca dla Samodzielnej Księgowej w Międzynarodowej Firmie,Poznań,7 lutego 2018,412744485,Pełny etat,Umowa o pracę,  ,213
Asystent Księgowy - centrum Warszawy,Warszawa,7 lutego 2018,254455651,Praktyka / staż,Inny,  ,5504
Studenci/Absolwenci kierunków finansowych ze znajomością języka francu,Łódź,7 lutego 2018,412772493,Pełny etat,Umowa o pracę,  ,78
Młodszy Księgowy z językiem włoskim,Warszawa,7 lutego 2018,412760657,Pełny etat,Umowa o pracę,  ,55
Junior AML Analyst with Arabic,Warszawa,7 lutego 2018,412763029,Pełny etat,Umowa o pracę,  ,42
Pracownik bankowy ds. identyfikacji klienta i działań compliance,Warszawa,7 lutego 2018,412768991,Pełny etat,Umowa o pracę,  ,172
"Accounting Specialist (AR) with German, French or Dutch",Łódź,7 lutego 2018,412772853,Pełny etat,Umowa o pracę,  ,39
Specjalista ds. Zarządzania Danymi,Łódź,7 lutego 2018,412770195,Pełny etat,Umowa o pracę,  ,209
KYC Analyst with English,Warszawa,7 lutego 2018,412772033,Pełny etat,Umowa o pracę,  ,73
Młodszy Księgowy,Warszawa,7 lutego 2018,336799872,Pełny etat,Umowa o pracę,  ,2295
Stolarz meblowy - Szczecin,Szczecin,7 lutego 2018,407488961,Pełny etat,Umowa o pracę,  ,490
Samodzielna księgowa,Szczecin,7 lutego 2018,412630771,Pełny etat,Umowa o pracę,  ,233
Opiekun finansowy - Sokółka,Sokółka,7 lutego 2018,407468313,Pełny etat,Umowa o pracę,  ,371
Pracownik biurowy - staż EU/umowa o pracę po stażu,Myszków,7 lutego 2018,322409482,Praktyka / staż,Inny,2 200  -  2 400 zł/mies.,3645
Księgową zatrudnię,Zielona Góra,7 lutego 2018,412633251,Niepełny etat,Umowa o pracę,  ,461
Księgowy/Księgowa,Gorzów Wielkopolski,7 lutego 2018,400827025,Pełny etat,Umowa o pracę,  ,2013
Młodszy Kontroler Rozliczeń (Dział Finansowy) - pełny etat,Warszawa,7 lutego 2018,412652223,Pełny etat,Umowa o pracę,  ,224
Samodzielnej księgowej,Łódź,7 lutego 2018,405420017,Pełny etat,Umowa o pracę,  ,429
Praca stała lub dodatkowa,Śrem,7 lutego 2018,405182447,Dodatkowa / sezonowa,Inny,  ,3120
Doradca ds. Kluczowych Klientów - Słupsk,Słupsk,7 lutego 2018,412638333,Pełny etat,Umowa o pracę,  ,213
Księgowa ksiąg rachunkowych,Wrocław,7 lutego 2018,412641683,Pełny etat,Umowa o pracę,  ,208
Młodszy Przedstawiciel do spraw Sprzedaży Produktów Bankowych - BH,Gdańsk,7 lutego 2018,412644027,Pełny etat,Umowa o pracę,  ,82
Młodszy Doradca ds. Klienta Biznesowego - Zielona Góra,Zielona Góra,7 lutego 2018,412644215,Pełny etat,Umowa o pracę,  ,175
Biuro Rachunkowe RACH-MEL stanowisko samodzielna księgowa,Lublin,7 lutego 2018,412650547,Pełny etat,Umowa o pracę,3 500  -  4 000 zł/mies.,602
Specjalista ds. kadrowo-płacowych,Syców,7 lutego 2018,412618109,Pełny etat,Umowa o pracę,  ,495
"Doradca ds. Modelowania, Scoringu i Analiz - Bank Handlowy",Warszawa,7 lutego 2018,412666207,Pełny etat,Umowa o pracę,  ,64
Księgowość,Chorzów,7 lutego 2018,412350203,Niepełny etat,Umowa zlecenie,  ,434
Księgowa/y,Warszawa,7 lutego 2018,407166371,Pełny etat,Umowa o pracę,  ,169
Księgowa Łódź Widzew,Łódź,7 lutego 2018,406788133,Pełny etat,Umowa o pracę,  ,570
Praca w Domu Maklerskim dla studentów i absolwentów,Kraków,7 lutego 2018,363116632,Praktyka / staż,Inny,  ,7530
Praca w Domu Maklerskim dla studentów i absolwentów,Warszawa,7 lutego 2018,407512857,Praktyka / staż,Umowa o pracę,  ,1435
Księgowa/Księgowy,Szczyrk,7 lutego 2018,294661153,Pełny etat,Umowa o pracę,2 200  -  4 000 zł/mies.,2186
Główny księgowy - Dział finansowo-księgowy - Łódź,Łódź,7 lutego 2018,412674209,Pełny etat,Umowa o pracę,  ,271
Kadrowa,Szczecin,7 lutego 2018,412700119,Pełny etat,Inny,  ,249
"Pracownik biurowy- prowadzenie biura, prace księgowe, kadrowe",Lublin,7 lutego 2018,412677749,Pełny etat,Umowa o pracę,3 000  -  4 500 zł/mies.,1995
Pracownik Operacyjny - Łódź,Łódź,7 lutego 2018,369849421,Pełny etat,Umowa o pracę,2 500  -  6 000 zł/mies.,2925
Doradca Klienta,Świdnica,7 lutego 2018,365272466,Dodatkowa / sezonowa,Umowa zlecenie,1 000  -  2 700 zł/mies.,334
Młodszy specjalista ds. księgowości,Poznań,7 lutego 2018,412698041,Pełny etat,Umowa o pracę,  ,270
"Opiekun Finansowy, Miejsce pracy: Piła",Piła,7 lutego 2018,407591919,Pełny etat,Umowa o pracę,  ,657
Bankier Klienta - Gdynia,Gdynia,7 lutego 2018,406774441,Pełny etat,Umowa o pracę,  ,288
Financial Operations Junior Specialist – German/ Dutch,Warszawa,6 lutego 2018,412409877,Pełny etat,Umowa o pracę,  ,45
Junior Menedżer zespołu sprzedaży,Kraków,6 lutego 2018,410081797,Pełny etat,Umowa o pracę,  ,438
Financial Operations Junior Specialist – German/ Dutch,Lublin,6 lutego 2018,412409885,Pełny etat,Umowa o pracę,  ,133
Salon Hyundai zatrudni Specjalistę ds. Rozliczeń i Windykacji,Warszawa,6 lutego 2018,412412705,Pełny etat,Umowa o pracę,3 500  -  4 200 zł/mies.,468
Księgowa/y (Proces Zobowiązania),Dąbrowa Górnicza,6 lutego 2018,406895253,Pełny etat,Umowa o pracę,  ,915
Stażysta w Dziale Ofertowania i Zarządzania Portfelem,Warszawa,6 lutego 2018,412415467,Praktyka / staż,Umowa zlecenie,  ,146
Księgowa/y,Katowice,6 lutego 2018,408277035,Pełny etat,Umowa o pracę,  ,649
Doradca Klienta - Rzeszów,Rzeszów,6 lutego 2018,410192303,Pełny etat,Umowa o pracę,2 000  -  5 800 zł/mies.,1876
Financial Administrator,Kraków,6 lutego 2018,402945193,Pełny etat,Umowa o pracę,  ,394
Samodzielna księgowa / poprowadzę księgowość /Jednolity Plik Kontrolny,Syców,6 lutego 2018,399118717,Dodatkowa / sezonowa,Inny,  ,822
Asystent księgowego/księgowy,Kielce,6 lutego 2018,412453343,Pełny etat,Umowa o pracę,  ,1067
Ekspert Biznesowy,Ostrów Wielkopolski,6 lutego 2018,412442983,Pełny etat,Umowa o pracę,1 200  -  5 000 zł/mies.,226
Pracownik do księgowości,Lublin,6 lutego 2018,412269551,Pełny etat,Umowa o pracę,  ,1513
Praca w księgowości wyłącznie dla studentów,Kraków,6 lutego 2018,412460645,Niepełny etat,Umowa zlecenie,  ,1085
Księgową- Współpraca,Łódź,6 lutego 2018,412468087,Pełny etat,Samozatrudnienie,2 000  -  4 500 zł/mies.,464
Pracownika do kadr i płac,Poznań,6 lutego 2018,400703157,Pełny etat,Umowa o pracę,  ,1377
