title,city,added,offer_id,working_hours,type_of_contract,salary,number_of_views
Sprzedawca-Optyk w Salonie Optycznym - Inowrocław,Inowrocław,14 lutego 2018,351143400,Praktyka / staż,Umowa o pracę,1 500  -  3 500 zł/mies.,1531
"Zastępca Kierownika Sklepu 50 Style, Bydgoszcz",Bydgoszcz,14 lutego 2018,405148125,Pełny etat,Umowa o pracę,  ,735
Sprzedawca Zduńska Wola,Zduńska Wola,14 lutego 2018,415189579,Pełny etat,Umowa o pracę,  ,362
Zatrudnimy na stanowisko sprzedawcy - Kraków ul. Prądzyńskiego 16,Kraków,14 lutego 2018,410073737,Pełny etat,Umowa o pracę,  ,139
Kasjer-sprzedawca,Jelenia Góra,14 lutego 2018,415185461,Pełny etat,Umowa o pracę,14  -  16 zł/godz.,89
Sprzedawca Sztuka Mięs,Szczecin,14 lutego 2018,410102683,Pełny etat,Umowa o pracę,  ,554
Kierownik Sklepu - Jaworzno Partner AGD RTV,Jaworzno,14 lutego 2018,409756475,Pełny etat,Umowa o pracę,  ,141
Kasjer Sprzedawca Flying Tiger Kraków - ul. Floriańska,Kraków,14 lutego 2018,410051181,Pełny etat,Umowa o pracę,2 200  -  2 500 zł/mies.,1159
Kasjer/ Kasjerka w serwisie motoryzacyjnym - Piaseczno,Piaseczno,14 lutego 2018,383987993,Pełny etat,Umowa o pracę,  ,1376
Zastępca Kierownika Sklepu - kosmetyki Kontigo,Poznań,14 lutego 2018,410081389,Pełny etat,Umowa o pracę,  ,414
"Ekspedient, wypłata tygodniowa – Grudziądz",Grudziądz,14 lutego 2018,415192043,Pełny etat,Umowa zlecenie,  ,179
Zatrudnię sprzedawcę do sklepu Kraków Praca Poniedziałek - Piątek!,Kraków,14 lutego 2018,410079813,Pełny etat,Umowa o pracę,2 000  -  3 000 zł/mies.,2057
Praca na kasie !,Oborniki Śląskie,14 lutego 2018,415195269,Pełny etat,Umowa o pracę,  ,98
Doradca klienta - sprzedawca Jaworzno Partner AGD RTV,Jaworzno,14 lutego 2018,409755011,Pełny etat,Umowa o pracę,  ,220
Sprzedawca w sklepie Instalacyjno-Sanitarnym,Olsztyn,14 lutego 2018,414885327,Pełny etat,Umowa o pracę,  ,243
"Kasjer/Sprzedawca (Wrocław, Ruska)",Wrocław,14 lutego 2018,392913065,Pełny etat,Umowa o pracę,  ,673
Sprzedawca BP,Biała Podlaska,14 lutego 2018,301272126,Pełny etat,Umowa o pracę,  ,19944
Grójec- sklep odzieżowy! Pilnie!,Grójec,14 lutego 2018,414875165,Pełny etat,Umowa zlecenie,  ,229
Zatrudnie sprzedawcę na Stacji Paliw,Sandomierz,14 lutego 2018,399331175,Pełny etat,Umowa o pracę,2 100  -  2 102 zł/mies.,2344
Pracownik obsługi klienta na dziale roślin,Legnica,14 lutego 2018,414764537,Pełny etat,Umowa o pracę,2 100  -  3 500 zł/mies.,248
Galeria Gryf-sprzedawca w sklepie z elektronicznymi papierosami,Szczecin,14 lutego 2018,347514532,Pełny etat,Umowa o pracę,  ,4985
"Pracownik działu Tradycja ul. Zwycięska | 18,50 zł/h",Wrocław,14 lutego 2018,410112249,Niepełny etat,Umowa zlecenie,16  -  19 zł/godz.,539
Kasjer / kasjerka,Wrocław,14 lutego 2018,415200499,Dodatkowa / sezonowa,Umowa zlecenie,  ,133
Steve Madden - Wroclavia - SPRZEDAWCA,Wrocław,14 lutego 2018,278804589,Pełny etat,Umowa o pracę,  ,6009
STEVE MADDEN - Manufaktura - Kierownik Sklepu,Łódź,14 lutego 2018,289120427,Pełny etat,Umowa o pracę,  ,5177
STEVE MADDEN - Arkadia lub Galeria Mokotów - Sprzedawca,Warszawa,14 lutego 2018,282488555,Pełny etat,Umowa o pracę,  ,6464
Sprzedawca do cukiernia,Lublin,14 lutego 2018,414863315,Pełny etat,Umowa o pracę,  ,787
Praca dla kobiet,Buczkowice,14 lutego 2018,415169743,Pełny etat,Umowa o pracę,  ,194
Praca w Żabce Galaxy,Wrocław,14 lutego 2018,285887881,Pełny etat,Umowa o pracę,  ,29
Dąbki - Lody - Gofry - Praca nad morzem,Dąbki,14 lutego 2018,84133155,Dodatkowa / sezonowa,Umowa zlecenie,2 500  -  4 000 zł/mies.,5222
Ekspedientkę do sklepu z odzieżą męską w Sosnowcu zatrudnię,Sosnowiec,14 lutego 2018,415162745,Pełny etat,Umowa o pracę,2 700  -  3 000 zł/mies.,326
Pracownik hali sprzedaży,Wrocław,14 lutego 2018,415200475,Dodatkowa / sezonowa,Umowa zlecenie,  ,153
Biznes Partner - Ajent Salon Inmedio Gdynia,Gdynia,14 lutego 2018,318389900,Pełny etat,Samozatrudnienie,  ,1838
Biznes Partner - Ajent Salon Inmedio Gdańsk,Gdańsk,14 lutego 2018,267992519,Pełny etat,Samozatrudnienie,  ,3384
Le Creuset_Sprzedawca_na PÓŁ ETATU_Galaxy Szczecin,Szczecin,14 lutego 2018,369093060,Niepełny etat,Umowa o pracę,  ,2219
Kasjer/ka - na weekendy w galerii Pestka od 1.03.2018,Poznań,14 lutego 2018,415172791,Pełny etat,Umowa zlecenie,  ,56
KIEROWNIK M1 Poznań- sklep firmowy od już,Poznań,14 lutego 2018,400587941,Pełny etat,Umowa o pracę,  ,1700
"Zatrudnimy na stanowisko ekspedientki - Cukiernia ""ŁYSA GÓRA""",Dąbrowa Górnicza,14 lutego 2018,175381525,Pełny etat,Umowa o pracę,  ,2075
"Praca Handlowiec, SPrzedawca",Opole,14 lutego 2018,415170881,Pełny etat,Umowa o pracę,  ,147
Praca w sklepie,Wrocław,14 lutego 2018,378408579,Pełny etat,Umowa o pracę,  ,753
Kierownik zmiany Lee Wrangler,Wrocław,14 lutego 2018,330284404,Pełny etat,Umowa o pracę,  ,639
Doradca klienta Lee Wrangler - Pasaż Grunwaldzki,Wrocław,14 lutego 2018,374187451,Pełny etat,Umowa o pracę,  ,1291
Warszawa - Kasjer sprzedawca Rossmann,Warszawa,14 lutego 2018,395151301,Niepełny etat,Umowa o pracę,  ,1623
Doradca Klienta Sklepy KOMFORT S.A. - Żory,Żory,14 lutego 2018,415175851,Pełny etat,Umowa o pracę,  ,203
Piastów Kasjer sprzedawca w Drogerii Rossmann,Piastów,14 lutego 2018,415175905,Niepełny etat,Umowa o pracę,  ,92
Zatrudnię pracownika stacji paliw Shell,Gdańsk,14 lutego 2018,398189847,Pełny etat,Umowa zlecenie,13  -  14 zł/godz.,1194
"Sprzedawca-Kasjer ,,Biedronka''' (Brzeg)",Brzeg,14 lutego 2018,327032646,Pełny etat,Umowa o pracę,  ,8954
Warszawa - Kasjer-sprzedawca w Rossmann,Warszawa,14 lutego 2018,409212387,Niepełny etat,Umowa o pracę,  ,735
Zatrudnię sprzedawcę - Parczew,Parczew,14 lutego 2018,394063653,Pełny etat,Umowa o pracę,  ,2440
Praca w sklepie mięsnym - Kętrzyn,Kętrzyn,14 lutego 2018,332674190,Pełny etat,Umowa o pracę,  ,1594
"LOOMBARD - Pracownik punktu lombardowego, Strzelce Krajeńskie",Strzelce Krajeńskie,14 lutego 2018,410313205,Pełny etat,Umowa o pracę,2 500  -  4 500 zł/mies.,759
Zastępca Kierownika Sklepu PABIANICE,Pabianice,14 lutego 2018,410062967,Pełny etat,Umowa o pracę,  ,470
Praca dla studentów w sklepie Biedronka (Zielona Góra),Zielona Góra,14 lutego 2018,415159585,Niepełny etat,Umowa o pracę,  ,189
"Sprzedawca-kasjer ! Intermarche pełen etat, umowa o pracę + premia.",Katowice,14 lutego 2018,228421573,Pełny etat,Umowa o pracę,  ,24237
Sprzedawca w sklepie CCC Warszawa Blue City,Warszawa,14 lutego 2018,371299295,Pełny etat,Umowa o pracę,  ,1640
Kasjer-Sprzedawca Lewiatan Konopiska,Konopiska,14 lutego 2018,288871357,Pełny etat,Umowa o pracę,  ,1653
Zatrudnię ekspedientkę do sklepu spożywczego w Kiełczowie,Wrocław,14 lutego 2018,287951441,Pełny etat,Umowa o pracę,2 800  -  3 000 zł/mies.,163
Praca Lombard Nowa Sól,Nowa Sól,14 lutego 2018,414375931,Pełny etat,Umowa o pracę,2 500  -  3 000 zł/mies.,630
Pracownik stacji paliw PKN ORLEN S.A.,Kędzierzyn-Koźle,14 lutego 2018,375262865,Pełny etat,Umowa o pracę,  ,2721
Doradca Klienta – Sprzedawca Mielec,Mielec,14 lutego 2018,415163379,Pełny etat,Umowa o pracę,  ,253
Magazynier/Kalisz,Kalisz,14 lutego 2018,410045127,Pełny etat,Umowa o pracę,  ,1165
Kasjer/ka w galerii Pestka – pełny etat od 1.03.2018,Poznań,14 lutego 2018,415161599,Pełny etat,Umowa zlecenie,  ,94
Decathlon Okęcie Rekrutuje Pasjonatów Rowerów!,Warszawa,14 lutego 2018,411247973,Niepełny etat,Umowa o pracę,  ,342
Emerytkę zatrudnię w sklepie spożywczym Bellcor,Warszawa,14 lutego 2018,415162145,Niepełny etat,Umowa o pracę,  ,60
Outlet denimking szuka pracowników,Koszalin,14 lutego 2018,407493753,Pełny etat,Umowa o pracę,2 400  -  2 500 zł/mies.,3187
Zatrudnię Ekspedientkę,Lublin,14 lutego 2018,346050262,Pełny etat,Inny,  ,4752
Praca na weekendy-sprzedawca,Zabrze,14 lutego 2018,327962482,Dodatkowa / sezonowa,Inny,  ,2435
Praca w sklepie mięsnym - Grudziądz,Grudziądz,14 lutego 2018,392929205,Pełny etat,Umowa o pracę,  ,745
Specjalista ds. sprzedaży w PLUS GSM Police,Police,14 lutego 2018,350929240,Pełny etat,Umowa o pracę,  ,781
Kasjer/ka,Warszawa,14 lutego 2018,415166151,Pełny etat,Umowa o pracę,  ,147
Sprzedawca kultowych marek obuwniczych CONVERSE MERRELL CAT,Kielce,14 lutego 2018,415166411,Pełny etat,Umowa o pracę,  ,360
Bytom- stanowisko kasjerskie // od zaraz // BEZ DOŚWIADCZENIA,Bytom,14 lutego 2018,344148876,Pełny etat,Umowa zlecenie,  ,4274
"Asystent sprzedaży - Sports Direct, Wrocław, P.H. Młyn 16zł+Premie",Wrocław,14 lutego 2018,341350850,Niepełny etat,Umowa o pracę,  ,4202
Kasjer OPOLE - 15 zł brutto!Praca od zaraz!,Opole,14 lutego 2018,372472695,Pełny etat,Umowa zlecenie,  ,3467
Kasjer - Sprzedawca Pepco Legionowo,Legionowo,14 lutego 2018,389093723,Pełny etat,Umowa o pracę,  ,3208
Kasjer - Sprzedawca Pepco Lubliniec,Lubliniec,14 lutego 2018,400550731,Pełny etat,Umowa o pracę,  ,1727
Kasjer - Sprzedawca Pepco Warszawa Grójecka,Warszawa,14 lutego 2018,397692569,Pełny etat,Umowa o pracę,  ,982
Kasjer - Sprzedawca Pepco Wrocław Galeria Marino,Wrocław,14 lutego 2018,386948865,Pełny etat,Umowa o pracę,  ,741
Zastępca kierownika Pepco Rymanów,Rymanów,14 lutego 2018,405465821,Pełny etat,Umowa o pracę,  ,477
Kasjer - Sprzedawca Pepco Karczew,Karczew,14 lutego 2018,410015203,Pełny etat,Umowa o pracę,  ,274
Kasjer/ sprzedawca,Olkusz,14 lutego 2018,322504374,Pełny etat,Umowa o pracę,  ,2954
Kierownik Sklepu Parfois - Warszawa,Warszawa,14 lutego 2018,410231265,Pełny etat,Umowa o pracę,  ,380
"Sprzedawca-Kasjer, Lubartów - Abra S.A.",Lubartów,14 lutego 2018,415149041,Pełny etat,Umowa o pracę,  ,218
Praca sprzedawca K-na,Skarszewy,14 lutego 2018,415149147,Pełny etat,Umowa zlecenie,1 800  -  2 200 zł/mies.,123
Sprzedawca - Netto Gryfino,Gryfino,14 lutego 2018,294807317,Pełny etat,Umowa o pracę,  ,2268
"Sprzedawca - Netto Poznań, ul. Szarotkowa",Poznań,14 lutego 2018,410149771,Pełny etat,Umowa o pracę,  ,226
Sprzedawca - Netto Warszawa Michałowice,Michałowice,31 stycznia 2018,348173236,Pełny etat,Umowa o pracę,  ,680
Praca na Stacji Paliw 2300zł/mies,Warszawa,14 lutego 2018,215626305,Pełny etat,Umowa o pracę,  ,7034
Zastępca Kierownika Sklepu Parfois - Warszawa,Warszawa,14 lutego 2018,410244839,Pełny etat,Umowa o pracę,  ,409
Paca w Tychach,Tychy,14 lutego 2018,403460139,Pełny etat,Inny,2 500  -  2 800 zł/mies.,3471
"Doradca Klienta Salonu Sizeer, Leszno",Leszno,14 lutego 2018,415150275,Niepełny etat,Umowa o pracę,  ,159
Przyjmę ekspedientkę do sklepu odzieżowego,Brzeziny,14 lutego 2018,412083055,Praktyka / staż,Umowa o pracę,  ,184
Zatrudnimy sprzedawcę,Augustów,14 lutego 2018,373947081,Praktyka / staż,Inny,  ,3188
Pracownik Stacji Paliw,Bydgoszcz,13 lutego 2018,414935325,Pełny etat,Umowa o pracę,2 100  -  3 500 zł/mies.,629
Sprzedawca CCC CH Janki,Janki,14 lutego 2018,396091631,Pełny etat,Umowa o pracę,  ,467
Zatrudnię sprzedawcę na stoisko piekarnicze w Otwocku,Otwock,14 lutego 2018,415140933,Pełny etat,Umowa o pracę,  ,218
Zatrudnię sprzedawcę na dział obuwniczy i odzieżowy,Polanka Wielka,14 lutego 2018,389014047,Pełny etat,Umowa o pracę,  ,788
Sieć sklepów Manhattan zatrudni,Katowice,14 lutego 2018,385519895,Pełny etat,Umowa zlecenie,10  -  13 zł/mies.,1177
Asystent Kierownika Sklepu - Bershka- Poznań,Poznań,14 lutego 2018,409747451,Pełny etat,Umowa o pracę,  ,1199
Sprzedawca Działu Tekstylia w GO Sport! POZNAŃ - MALTA,Poznań,14 lutego 2018,415136637,Niepełny etat,Umowa o pracę,  ,155
"Zastępca Kierownika Sklepu - Netto Poznań, ul. Brzechwy",Poznań,14 lutego 2018,409798357,Pełny etat,Umowa o pracę,  ,247
Sprzedawca - Netto Brzeg,Brzeg,14 lutego 2018,409789561,Pełny etat,Umowa o pracę,  ,541
"Sprzedawca - Netto, Poznań, ul. Głogowska",Poznań,14 lutego 2018,410070647,Pełny etat,Umowa o pracę,  ,229
Kasjer /obsługa restauracji,Mosina,14 lutego 2018,415136885,Pełny etat,Umowa o pracę,2 500  -  3 350 zł/mies.,130
"Franczyzobiorca sklepu Żabka- WIELICZKA,BOCHNIA,KRAKÓW",Wieliczka,14 lutego 2018,392595071,Pełny etat,Samozatrudnienie,  ,59
Sprzedawca - Netto Lędziny,Lędziny,14 lutego 2018,295082109,Pełny etat,Umowa o pracę,  ,1949
"Sprzedawca ""Big Star Limited"" Opole, C.H. Solaris",Opole,14 lutego 2018,404562517,Pełny etat,Umowa o pracę,  ,655
Sprzedawca - Netto Skórzewo,Skórzewo,14 lutego 2018,295994607,Pełny etat,Umowa o pracę,  ,1431
Delikatesy Organic praca od zaraz,Warszawa,14 lutego 2018,405287701,Pełny etat,Umowa zlecenie,  ,648
"Kierownik Sprzedawca, Sieradz - Abra S.A.",Sieradz,14 lutego 2018,415139383,Pełny etat,Umowa o pracę,  ,121
Dermokonsultantka - Wola Park,Warszawa,14 lutego 2018,376311547,Pełny etat,Umowa zlecenie,16  -  20 zł/mies.,4203
Sprzedawca-Kasjer Kudowa Zdrój (ul. Główna) - 3250 zł brutto,Kudowa-Zdrój,14 lutego 2018,384249317,Pełny etat,Umowa o pracę,  ,747
"Kasjer/Sprzedawca-Etat, 1/2etatu,-Kraków, Kostrze ul.Jachimeckiego 1",Kraków,14 lutego 2018,407476289,Pełny etat,Umowa o pracę,  ,1138
Kasjer sprzedawca,Lublin,14 lutego 2018,407468365,Pełny etat,Umowa o pracę,2 100  -  2 101 zł/mies.,2168
Kasjer/Sprzedawca,Łódź,14 lutego 2018,367669396,Pełny etat,Umowa o pracę,2 400  -  2 600 zł/mies.,1097
EKSPEDIENTKĘ/Sprzedawcę do sklepu Monopolowego,Zabrze,14 lutego 2018,414357965,Pełny etat,Umowa o pracę,  ,616
Młodego do pracy w sklepie z warzywami,Warszawa,14 lutego 2018,356933892,Pełny etat,Umowa o pracę,  ,1263
Zatrudnię sprzedawcę do sklepu firmowego-CUKIERNIA JOKER,Wrocław,14 lutego 2018,415125663,Pełny etat,Umowa o pracę,  ,120
Sprzedawca do salonu odzieżowego C.H. Galeria Warmińska,Olsztyn,14 lutego 2018,415126727,Pełny etat,Umowa o pracę,  ,397
Sprzedawca - Kasjer Barcin,Barcin,14 lutego 2018,415127487,Pełny etat,Umowa o pracę,  ,102
Osoba do obsługi solarium w Gdańsku Morenie OD ZARAZ,Gdańsk,14 lutego 2018,387389089,Pełny etat,Umowa zlecenie,  ,1817
Delikatesy mięsne zatrudnią sprzedawcę Warszawa,Warszawa,14 lutego 2018,305574560,Pełny etat,Umowa o pracę,  ,203
Kasjer - Sprzedawca BARTOSZYCE,Bartoszyce,14 lutego 2018,415127091,Pełny etat,Umowa o pracę,  ,179
Sprzedawca do sklepu 4F - Galeria Hosso,Szczecinek,14 lutego 2018,415126859,Pełny etat,Umowa o pracę,  ,172
Doradca Klienta w Salonie Odzieżowym Recman (Galeria Jurajska),Częstochowa,14 lutego 2018,343142774,Pełny etat,Umowa o pracę,  ,1928
Kasjer - Sprzedawca GDAŃSK,Gdańsk,14 lutego 2018,415128227,Pełny etat,Umowa o pracę,  ,126
Sprzedawca BP Nowe Iganie .Siedlce,Nowe Iganie,14 lutego 2018,348911098,Niepełny etat,Umowa o pracę,  ,291
Sprzedawca w salonie łazienek w Gliwicach,Gliwice,14 lutego 2018,363162432,Pełny etat,Umowa o pracę,2 500  -  3 000 zł/mies.,1848
Poszukujemy studentkę na stanowisko STYLISTKI-SPRZEDAWCY,Warszawa,14 lutego 2018,364152108,Pełny etat,Umowa zlecenie,2 500  -  3 000 zł/mies.,4066
"Praca,kasjer,kasjerka,sprzedawca,ekspedientka,sklep,market,ARTUS,ABC",Kobiele Wielkie,14 lutego 2018,376713277,Pełny etat,Umowa o pracę,  ,1156
Zastępca Kierownika Sklepu Starogard Gdański,Starogard Gdański,14 lutego 2018,415129797,Pełny etat,Umowa o pracę,  ,95
Kasjer - Fakturzysta - Magazynier - Pszczyna,Pszczyna,14 lutego 2018,397923095,Pełny etat,Umowa zlecenie,  ,793
Sprzedawca/Handlowiec w hurtowni hydraulicznej,Lublin,14 lutego 2018,323308716,Pełny etat,Umowa o pracę,  ,1551
Firma Meblart praca sprzedawca akcesoriów meblowych,Radomsko,14 lutego 2018,415130737,Pełny etat,Umowa o pracę,  ,388
Sprzedawca-Kasjer (ul. Szybka) Wrocław_Biedronka,Wrocław,14 lutego 2018,378927465,Pełny etat,Umowa o pracę,  ,1073
Marilyn sp.zo.o sp.k szuka osoby na stanowisko Sprzedawca,Warszawa,14 lutego 2018,409331813,Pełny etat,Umowa o pracę,  ,297
Sprzedawca Sklep Mięsny,Ostróda,14 lutego 2018,362324772,Niepełny etat,Umowa o pracę,  ,79
Zastępca Kierownika Sklepu Gniew,Gniew,14 lutego 2018,415131837,Pełny etat,Umowa o pracę,  ,50
* PRACA * kasjer(ka) / ekspedient(ka) * PILNIE *,Warszawa,14 lutego 2018,296611274,Pełny etat,Umowa o pracę,  ,1534
Sprzedawca-Kasjer (ul. Św. Jerzego) Wrocław - 3000zł brutto,Wrocław,14 lutego 2018,382957103,Pełny etat,Umowa o pracę,  ,1252
"Stała praca przy obsłudze klienta/ LuxMed, Multisport, 20 zł brutto/h",Białystok,14 lutego 2018,410214083,Niepełny etat,Umowa o pracę,  ,692
Sprzedawca - Sklep Papierniczy,Kielce,14 lutego 2018,371619313,Niepełny etat,Umowa zlecenie,  ,677
Delikatesy spożywcze Market Point Kraków ul. Francesco Nullo,Kraków,14 lutego 2018,388819973,Pełny etat,Umowa o pracę,  ,1490
Praca Łódź ul. Inflancka,Łódź,14 lutego 2018,409223983,Pełny etat,Umowa o pracę,  ,1978
Ekspedientki Do Delikatesów Mięsnych,Warszawa,14 lutego 2018,328773970,Pełny etat,Umowa o pracę,  ,3326
Praca w outlecie meblowym,Kraków,14 lutego 2018,331125958,Pełny etat,Inny,  ,3470
Pracownik w dziale WĘDLINY/SERY - tygodniówki,Jelenia Góra,14 lutego 2018,405490061,Pełny etat,Umowa zlecenie,  ,302
Zatrudnię ekspedientkę do sklepu spożywczego,Kielce,14 lutego 2018,330920104,Pełny etat,Umowa o pracę,  ,2833
Decathlon Kalisz - Pracownik Punktu Obsługi Klienta,Kalisz,14 lutego 2018,415119507,Niepełny etat,Umowa o pracę,  ,195
Sprzedawca - Kasjer Pobiedziska,Pobiedziska,14 lutego 2018,409399801,Pełny etat,Umowa o pracę,  ,403
Coccodrillo w Gryfinie,Gryfino,14 lutego 2018,413626965,Pełny etat,Umowa o pracę,2 100  -  2 300 zł/mies.,472
Sprzedawca,Pszczółki,14 lutego 2018,415116941,Pełny etat,Umowa o pracę,2 100  -  2 500 zł/mies.,81
Praca na Targówku,Warszawa,14 lutego 2018,413627307,Pełny etat,Umowa zlecenie,  ,1478
Stacja Paliw Orlen Gnilec,Gorzów Wielkopolski,14 lutego 2018,415118489,Pełny etat,Umowa o pracę,2 000  -  3 000 zł/mies.,157
Pracownik Restauracji KFC Galeria Ostrovia - Kasjer,Ostrów Wielkopolski,14 lutego 2018,267742775,Pełny etat,Umowa o pracę,  ,1186
Sprzedawca - Kasjer Plewiska 3000 zł brutto na start!,Plewiska,14 lutego 2018,409396867,Pełny etat,Umowa o pracę,  ,178
Praca w Martes Sport na stanowisku Kasjer-Sprzedawca,Żory,14 lutego 2018,415120123,Pełny etat,Umowa o pracę,2 300  -  2 400 zł/mies.,230
Sprzedawca - Łódź / 2400 brutto,Łódź,14 lutego 2018,410228217,Pełny etat,Umowa o pracę,  ,1545
Sprzedawca - Praga-Południe / 3000 brutto,Warszawa,14 lutego 2018,398706143,Pełny etat,Umowa o pracę,  ,1986
Sprzedawca - Czeladź/ 2150 brutto,Czeladź,14 lutego 2018,410156907,Niepełny etat,Umowa o pracę,  ,1102
Sprzedawca - Kasjer Koziegłowy (3000 brutto na start!),Koziegłowy,14 lutego 2018,409395751,Pełny etat,Umowa o pracę,  ,161
Sprzedawca - Kasjer Czerwonak (3000 brutto na start!),Czerwonak,14 lutego 2018,409394537,Pełny etat,Umowa o pracę,  ,152
Praca w Bistro,Bydgoszcz,14 lutego 2018,405566051,Niepełny etat,Umowa zlecenie,  ,1144
Sprzedawca w sklepie z herbatą i kawą w Rzeszowie -student(ka),Rzeszów,14 lutego 2018,400873349,Niepełny etat,Umowa zlecenie,  ,3159
Sprzedawca- kasjer Połczyn Zdrój,Połczyn-Zdrój,14 lutego 2018,407954401,Pełny etat,Umowa o pracę,  ,457
Koordynator sieci sklepów Gryfice,Gryfice,14 lutego 2018,407483051,Pełny etat,Umowa o pracę,  ,685
Sprzedawca/Kasjer - PSB Mrówka Market Dzierżoniów,Dzierżoniów,14 lutego 2018,379543393,Pełny etat,Umowa o pracę,  ,1771
"Starszy Sprzedawca ALDI Kraków, ul. Dąbrowskiej 25 lub ul.Sielska 4",Kraków,14 lutego 2018,375265891,Niepełny etat,Umowa o pracę,  ,3227
Zatrudnimy chłopaka do pracy na stacji paliw BP w Górnie,Górno,14 lutego 2018,336160962,Pełny etat,Umowa o pracę,  ,99
Kasjer /Sprzedawca Trójka Dyskont Kielce,Kielce,14 lutego 2018,244970543,Pełny etat,Umowa o pracę,  ,847
Kasjer/sprzedawca CH ATUT Węgrzce k. Zielonek,Kraków,14 lutego 2018,404884329,Pełny etat,Umowa o pracę,2 300  -  2 500 zł/mies.,461
Praca od zaraz Sklep Monopolowy Centrum Mińska Mazowieckiego,Mińsk Mazowiecki,14 lutego 2018,400503983,Pełny etat,Umowa o pracę,  ,1188
Sprzedawca/Kasjer - PSB Mrówka Market Świdnica,Świdnica,14 lutego 2018,230158253,Pełny etat,Umowa o pracę,  ,110
Sprzedawca - Fakturzysta,Wodzisław Śląski,14 lutego 2018,415109871,Pełny etat,Umowa o pracę,  ,261
Sprzedawca/Kasjer - Elissa - Poznań,Poznań,14 lutego 2018,405466133,Pełny etat,Umowa o pracę,  ,157
Praca w sklepie z tanią odzieżą,Warszawa,14 lutego 2018,398748969,Pełny etat,Umowa o pracę,  ,19
"Galeria Alkoholi,, Tequila,,",Czechowice-Dziedzice,14 lutego 2018,388252543,Pełny etat,Umowa o pracę,  ,1368
Sprzedawca MASSIMO DUTTI Lublin,Lublin,14 lutego 2018,371643225,Niepełny etat,Umowa o pracę,  ,4954
"Sprzedawca na stacji paliw Orlen,pracownik podjazdu",Radom,14 lutego 2018,285511041,Niepełny etat,Umowa o pracę,1 700  -  2 200 zł/mies.,7733
Sklep Bricomarche Skórzewo - KASJER/SPRZEDAWCA,Skórzewo,14 lutego 2018,412978323,Pełny etat,Umowa o pracę,2 500  -  2 900 zł/mies.,225
Sprzedawca w salonie łazienek- Bielsko- Biała,Bielsko-Biała,14 lutego 2018,409646409,Pełny etat,Umowa o pracę,2 500  -  3 000 zł/mies.,839
Ekspedientki do sklepu,Warszawa,14 lutego 2018,400820951,Pełny etat,Umowa o pracę,  ,1477
Serwisant w sklepie rowerowym Dobre Sklepy Rowerowe,Gdynia,14 lutego 2018,303233960,Pełny etat,Umowa o pracę,  ,316
"Bielsko Biała- 15,50zł/h Kasjer/Sprzedawca bez doświadczenia",Bielsko-Biała,14 lutego 2018,410031803,Pełny etat,Umowa zlecenie,  ,1347
Pracownik do herbaciarni,Warszawa,14 lutego 2018,410315755,Niepełny etat,Umowa zlecenie,  ,30
Kierownik Sklepu/WOŁÓW,Wołów,9 lutego 2018,413404257,Pełny etat,Umowa o pracę,  ,412
Mobilny kasjer-sprzedawca Połczyn Zdrój,Połczyn-Zdrój,14 lutego 2018,409633207,Pełny etat,Umowa o pracę,  ,463
Mobilny kasjer-sprzedawca Białogard,Białogard,14 lutego 2018,409632733,Pełny etat,Umowa o pracę,  ,882
Mobilny kasjer-sprzedawca Gryfice,Gryfice,14 lutego 2018,409635103,Pełny etat,Umowa o pracę,  ,735
Sprzedawca - Kasjer_Złotoryja,Złotoryja,14 lutego 2018,415115353,Pełny etat,Umowa o pracę,  ,46
Sprzedawca - Nowogrodziec,Nowogrodziec,14 lutego 2018,383866785,Pełny etat,Umowa o pracę,  ,744
"Sprzedawca, Orsay - Szczecin (Molo)",Szczecin,14 lutego 2018,391292989,Pełny etat,Umowa o pracę,  ,109
Mobilny kasjer-sprzedawca Złocieniec,Złocieniec,14 lutego 2018,409634693,Pełny etat,Umowa o pracę,  ,600
Sprzedawca - Netto Koszalin,Koszalin,14 lutego 2018,258103003,Pełny etat,Umowa o pracę,  ,8854
Kasjer sprzedawca,Olsztyn,14 lutego 2018,407382059,Pełny etat,Umowa o pracę,  ,1681
Kasjer 14 zł / h / na rękę !,Łagiewniki,14 lutego 2018,407631423,Pełny etat,Umowa o pracę,  ,632
Sprzedawca – Kasjer Pszczółki,Pszczółki,14 lutego 2018,410031237,Pełny etat,Umowa o pracę,  ,199
Sprzedawca - Netto Chojna,Chojna,14 lutego 2018,376393589,Pełny etat,Umowa o pracę,  ,595
Sprzedawca - Netto Pniewy,Pniewy,14 lutego 2018,256184149,Pełny etat,Umowa o pracę,  ,4012
Kasjer/sprzedawca Delikatesy WILANÓW - atrakcyjne warunki.,Warszawa,14 lutego 2018,288831751,Pełny etat,Umowa o pracę,2 800  -  3 700 zł/mies.,5175
Zastępca Kierownika Sklepu - Netto Pniewy,Pniewy,14 lutego 2018,286248249,Pełny etat,Umowa o pracę,  ,2863
Sprzedawca Salon Coccodrillo Jelenia Góra pół etatu,Jelenia Góra,14 lutego 2018,409678549,Niepełny etat,Umowa o pracę,  ,571
"H&M Kierownik Działu, Warszawa",Warszawa,14 lutego 2018,340560596,Pełny etat,Umowa o pracę,  ,2363
Lewiatan Market zatrudni na stanowisko: Kasjer-Sprzedawca,Kraków,14 lutego 2018,398700147,Pełny etat,Umowa o pracę,2 300  -  2 500 zł/mies.,2353
